,split,source_language,target_language
5282,val,i 'm ashamed because i acted foolishly .,j'ai honte car j'ai agi stupidement .
5283,val,i 'm not tired at all .,je ne suis pas du tout fatigué .
5284,val,i 'm sorry that i have n't been able to be here for you like i should have been .,"je suis désolée d'avoir été dans l'incapacité d'être là pour vous , comme j'aurais dû l'être ."
5285,val,i 'm your new lawyer .,je suis votre nouvel avocat .
5286,val,i 'm glad to hear of your success .,je suis heureux d'entendre parler de ton succès .
5287,val,i 'm getting old .,je commence à devenir vieux .
5288,val,i 'm stubborn .,je suis obstiné .
5289,val,i 'm proud of myself .,je suis fière de moi .
5290,val,i 'm on crutches for the next month .,je suis en béquilles pour un mois .
5291,val,i 'm not saying that you 're not beautiful .,je ne dis pas que vous n'êtes pas belle .
5292,val,i 'm afraid i 've run short of coffee .,je crains de ne plus avoir de café .
5293,val,i 'm listening .,j'écoute .
5294,val,i 'm not like most people .,je ne suis pas comme la plupart des gens .
5295,val,i 'm going to need your help .,j'aurai besoin de ton aide .
5296,val,i 'm sorry i hurt you .,je suis désolée de vous avoir blessé .
5297,val,i 'm not the coach .,je ne suis pas l'entraîneur .
5298,val,i 'm really not supposed to do this .,je ne suis vraiment pas supposé faire ça .
5299,val,i 'm no one special .,je ne suis personne de spécial .
5300,val,i 'm leaving it to you .,je te le laisse .
5301,val,i 'm not interested in your opinion .,je ne suis pas intéressé par votre opinion .
5302,val,i 'm pretty sure tom knows what he 's supposed to do .,je suis presque sûre que tom sait ce qu'il est censé faire .
5303,val,i 'm wet .,je suis mouillé .
5304,val,i 'm going to need your help .,j'aurai besoin de votre aide .
5305,val,i 'm not strong .,je ne suis pas forte .
5306,val,i 'm glad you 're coming .,je suis heureuse que vous veniez .
5307,val,i 'm glad you liked my friends .,je suis heureux que tu aimes mes amis .
5308,val,i 'm glad you 're here .,je suis content que tu sois là .
5309,val,"i 'm sorry , i did n't mean that .","je suis désolé , je ne voulais pas dire ça ."
5310,val,"i 'm sorry , but i already have a girlfriend .","je suis désolée , mais j'ai déjà une petite amie ."
5311,val,i 'm doing this for you .,je le fais pour toi .
5312,val,i 'm aware of the risks .,je suis conscient des risques .
5313,val,i 'm out of breath after running up the stairs .,j'ai le souffle coupé d'avoir monté les marches quatre à quatre .
5314,val,i 'm going there alone .,j ’ y vais seul .
5315,val,i 'm not the only one who got here early .,je ne suis pas la seule à être arrivée ici tôt .
5316,val,i 'm as tall as tom .,je suis aussi grand que tom .
5317,val,i 'm tired of all this nagging .,je suis fatigué de toutes ces réflexions .
5318,val,i 'm sure you 'll do very well .,je suis sûr que tu t'en sortiras très bien .
5319,val,i 'm quite serious .,je suis très sérieuse .
5320,val,"i 'm drunk , but i can still speak german .","je suis bourré , mais je sais encore parler allemand ."
5321,val,i 'm too busy to talk to you now .,je suis trop occupé pour te parler maintenant .
5322,val,i 'm very busy today .,je suis très occupé aujourd'hui .
5323,val,i 'm used to working all night .,je suis habitué à travailler toute la nuit .
5324,val,i 'm really surprised you got a prize .,je suis vraiment surprise que vous ayez obtenu un prix .
5325,val,i 'm very shy .,je suis très timide .
5326,val,i 'm really not interested in history .,je ne suis vraiment pas intéressée par l'histoire .
5327,val,i 'm pooped .,je suis crevé .
5328,val,i 'm not married anymore .,je ne suis plus marié .
5329,val,i 'm going to the hospital .,je vais à l'hôpital .
5330,val,i 'm sure you 'll tell me what i want to know .,je suis sûr que tu me raconteras ce que je veux savoir .
5331,val,i 'm going to cook you a nice dinner .,je vais te cuisiner un bon repas .
5332,val,"i 'm sorry , i did n't recognize you .","je suis désolée , je ne vous ai pas reconnus ."
5333,val,i 'm sorry . i did n't mean to make you cry .,je suis désolé . je ne voulais pas te faire pleurer .
5334,val,i 'm a doctor .,je suis médecin .
5335,val,i 'm calling security .,j'appelle la sécurité .
5336,val,i 'm not a hero .,je ne suis pas un héros .
5337,val,"i 'm sorry , i dialed the wrong number .","je suis désolé , je me suis trompé de numéro ."
5338,val,i 'm so thirsty .,j'ai tellement soif .
5339,val,i 'm a little skeptical .,je suis un peu sceptique .
5340,val,i 'm sorry i did n't answer sooner .,je suis désolé de ne pas avoir répondu plus tôt .
5341,val,i 'm a coward .,je suis un couard .
5342,val,i 'm not sure i have enough time to clean my room before i go to school .,je ne suis pas sûr d'avoir le temps de ranger ma chambre avant de partir à l'école .
5343,val,i 'm sorry . i 'll do anything to make this right .,je suis désolée . je ferai n'importe quoi pour réparer cela .
5344,val,i 'm used to this sort of thing .,je suis habitué à ce genre de choses .
5345,val,i 'm tired of waiting .,j'en ai assez d'attendre .
5346,val,i 'm not panicking .,je ne panique pas .
5347,val,i 'm going to stay there for about a week .,je vais y rester pendant à peu près une semaine .
5348,val,i 'm cutting my trip short .,je raccourcis mon voyage .
5349,val,i 'm glad to hear that your sister is out of danger after her operation .,je suis heureux d'entendre que ta sœur est hors de danger après son opération .
5350,val,i 'm still waiting .,j'attends encore .
5351,val,i 'm sorry for not being more supportive .,je suis désolé de ne pas vous soutenir davantage .
5352,val,i 'm not perfect .,je ne suis pas parfait .
5353,val,i 'm in the car .,je suis dans la voiture .
5354,val,i 'm not leaving the two of you alone .,je ne vous laisse pas seules toutes les deux .
5355,val,i 'm innocent .,je suis innocent .
5356,val,i 'm surprised .,je suis surpris .
5357,val,i 'm not telling you .,je ne te le dis pas .
5358,val,i 'm one of your students .,je suis de vos élèves .
5359,val,i 'm sorry about last night .,je suis désolée à propos de la nuit dernière .
5360,val,i 'm fascinated .,je suis fasciné .
5361,val,i 'm pretty sure that tom does n't have a brother .,je suis pratiquement sûre que tom n ' a pas de frère .
5362,val,i 'm sure there 's another way out .,je suis sûre qu'il y a un autre chemin de sortie .
5363,val,i 'm hungry !,j'ai faim !
5364,val,i 'm also learning french .,j'apprends également le français .
5365,val,i 'm sure my parents wo n't let me go by myself .,je suis certaine que mes parents ne me laisseront pas y aller seule .
5366,val,i 'm not worried .,je ne me fais pas de souci .
5367,val,i 'm taking a vacation .,je prends des vacances .
5368,val,i 'm lucky to have you as a friend .,je suis chanceuse de vous avoir comme ami .
5369,val,i 'm through .,j'en ai terminé .
5370,val,i 'm surprised you did n't know that .,je suis surprise que tu ignorais cela .
5371,val,i 'm not your daughter .,je ne suis pas votre fille .
5372,val,i 'm not comfortable .,je ne suis pas à l'aise .
5373,val,i 'm emotionally drained .,"émotionnellement , je suis vidé ."
5374,val,i 'm very glad to see you again .,je suis très contente de vous revoir .
5375,val,i 'm glad to see you 're happy .,je me réjouis de vous voir heureuse .
5376,val,i 'm thinking .,je réfléchis .
5377,val,i 'm not sure what i should do .,je ne suis pas sûr de ce que je devrais faire .
5378,val,i 'm sorry i 'm calling you at work .,je suis désolée de vous appeler au travail .
5379,val,i 'm nervous when speaking in another language .,je suis nerveux lorsque je parle une autre langue .
5380,val,i 'm here to help you .,je suis ici pour vous aider .
5381,val,i 'm an adult .,je suis adulte .
5382,val,i 'm glad you decided to come .,je me réjouis que vous vous soyez décidé à venir .
5383,val,i 'm too tired to walk any further .,je suis trop fatigué pour continuer de marcher .
5384,val,i 'm sure tom told you i was coming .,je suis sûr que tom vous a dit que je venais .
5385,val,i 'm still married .,je suis encore mariée .
5386,val,i 'm sick of english .,j'en ai marre de l'anglais .
5387,val,i 'm powerful .,je suis puissante .
5388,val,i 'm joking .,je rigole !
5389,val,i 'm honored to be here .,je suis honoré d'être ici .
5390,val,i 'm not overweight .,je ne suis pas en surpoids .
5391,val,i 'm helping people to buy things online .,je suis en train d'aider quelqu'un à acheter des trucs en ligne .
5392,val,i 'm studying very hard .,j'étudie très consciencieusement .
5393,val,i 'm smarter than you .,je suis plus élégante que toi .
5394,val,i 'm letting you go .,je te libère .
5395,val,i 'm too tired to think about that now .,je suis trop fatigué pour y réfléchir maintenant .
5396,val,i 'm sorry to upset your plans .,je suis désolé de décevoir tes plans .
5397,val,i 'm pleased with their performance .,je suis satisfaite de leur représentation .
5398,val,i 'm jealous because you have a good boss .,je suis jaloux parce que tu as un bon patron .
5399,val,i 'm glad i invited you .,je suis heureux de vous avoir invités .
5400,val,i 'm not rich enough to buy that .,je ne suis pas assez riche pour acheter ça .
5401,val,i 'm not as rich as you are .,je ne suis pas aussi riche que toi .
5402,val,i 'm not strong .,je ne suis pas fort .
5403,val,i 'm sure you 'll do very well .,je suis sûr que vous vous en sortirez très bien .
5404,val,i 'm on a really tight schedule this week .,j'ai un programme vraiment chargé cette semaine .
5405,val,i 'm sure i will find a way .,je suis certain de trouver un moyen .
5406,val,i 'm glad you decided to come .,je me réjouis que vous vous soyez décidés à venir .
5407,val,"i 'm a beginner , too .",je suis également débutant .
5408,val,i 'm going to be all right .,ça va aller .
5409,val,i 'm doing my homework .,je suis en train de faire mes devoirs .
5410,val,i 'm surprised you did n't know that .,je suis surpris que vous ignoriez cela .
5411,val,i 'm very happy with my purchase .,je suis très satisfait de mon achat .
5412,val,i 'm glad to finally meet you .,je me réjouis de vous avoir finalement rencontrée .
5413,val,i 'm super hungry .,j'ai super faim .
5414,val,i 'm just lazy .,je suis juste paresseux .
5415,val,i 'm fully aware of that fact .,je suis parfaitement conscient de ce fait .
5416,val,i 'm surprised .,je suis surprise .
5417,val,i 'm delighted to meet you .,je suis enchantée de vous rencontrer .
5418,val,i 'm already married .,je suis déjà marié .
5419,val,i 'm very fat .,je suis très gras .
5420,val,i 'm sick and tired of reading .,je suis fatigué de lire .
5421,val,i 'm willing to help you if you want me to .,"je suis disposée à vous aider , si vous voulez que je le fasse ."
5422,val,i 'm sure things will work out .,je suis sûr que les choses vont se résoudre .
5423,val,i 'm done with you .,j'en ai fini avec vous .
5424,val,i 'm counting on you .,je compte sur toi .
5425,val,i 'm sorry to have bothered you .,je suis désolé de vous avoir dérangée !
5426,val,i 'm reading the new york times .,je lis le new york times .
5427,val,i 'm introverted .,je suis introvertie .
5428,val,i 'm not sure why .,je ne suis pas sûre de la raison .
5429,val,i 'm ordering you to leave immediately .,je t'ordonne de partir immédiatement .
5430,val,i 'm used to being ignored by my parents .,je suis habitué à être ignoré de mes parents .
5431,val,i 'm over eighteen .,j'ai plus de dix-huit ans .
5432,val,"i 'm sorry , i just wanted to help .","désolé , je voulais juste donner un coup de main ."
5433,val,i 'm not going to tell you how to do that .,je ne vais pas te dire comment le faire .
5434,val,i 'm not uncomfortable .,je ne me sens pas mal à l'aise .
5435,val,i 'm not going to argue with you .,je ne vais pas me disputer avec vous !
5436,val,i 'm sorry if i disturbed you .,je suis désolée si je vous ai dérangée .
5437,val,i 'm on my way to visit a friend who 's in the hospital .,je suis en route pour rendre visite à un ami qui est à l'hôpital .
5438,val,i 'm strict .,je suis stricte .
5439,val,i 'm not a monster .,je ne suis pas un monstre .
5440,val,i 'm dehydrated .,je suis déshydraté .
5441,val,i 'm not bluffing .,je suis sérieuse .
5442,val,i 'm tired of eating fast food .,j'en ai marre de manger du fast-food .
5443,val,i 'm loaded .,je suis saoul .
5444,val,i 'm playing with my cat .,je suis en train de jouer avec mon chat .
5445,val,i 'm surprised to see you .,je suis surpris de te voir .
5446,val,i 'm coming in july .,je viens en juillet .
5447,val,i 'm observant .,je suis respectueuse .
5448,val,i 'm tidy .,je suis ordonné .
5449,val,i 'm too tired to do study .,je suis trop fatigué pour étudier .
5450,val,i 'm not going anywhere .,je ne me rends nulle part .
5451,val,i 'm not so good at tennis .,je ne suis pas tellement bon en tennis .
5452,val,i 'm afraid the rumor is true .,je crains que la rumeur ne soit avérée .
5453,val,i 'm not going to disappear .,je ne vais pas disparaître .
